name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Más De La Una,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284
Hawái - Remix,0.766,0.788,6,-3.128,0,0.312,0.105,5.81E-06,0.142,0.609,179.984
Ni**as In Paris,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022
Armed And Dangerous,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032
Hola - Remix,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857
I'm not Pretty,0.71,0.525,2,-6.477,1,0.311,0.0827,0,0.0661,0.903,75.171
Marlboro Nights,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797
10 Freaky Girls (with 21 Savage),0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031
So Sick,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791
Bringing It Back,0.848,0.758,2,-6.866,1,0.31,0.252,0,0.363,0.816,143.032
Callaita,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169
What’s New,0.934,0.873,1,-4.707,1,0.309,0.00488,0,0.0832,0.721,139.997
Paper Loving,0.628,0.616,5,-5.315,0,0.309,0.0859,0,0.216,0.879,178.387
Si Te Vienen a Contar,0.734,0.663,10,-6.279,1,0.309,0.341,0,0.649,0.845,166.846
LOST,0.637,0.912,5,-3.123,1,0.308,0.352,0,0.0657,0.451,116.919
Buffalo Soldier,0.929,0.463,9,-8.651,1,0.308,0.142,5.26E-06,0.0634,0.757,124.084
Gucci Flip Flops (feat. Lil Yachty),0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976
LOST,0.637,0.912,5,-3.123,1,0.308,0.352,0,0.0657,0.451,116.919
All Girls Are The Same,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989
VIBEZ,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187
Jamming,0.934,0.467,11,-10.99,0,0.307,0.102,3.98E-05,0.109,0.73,123.583
Get Back,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34E-05,0.517,0.566,142.006
Lucky You (feat. Joyner Lucas),0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068
Overwhelmed,0.804,0.323,0,-11.127,0,0.305,0.308,0,0.15,0.456,87.019
Neighbors (feat. BIG30),0.728,0.623,2,-8.066,1,0.305,0.0391,0,0.214,0.805,145.973
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",0.88,0.662,0,-5.766,1,0.304,0.205,0,0.227,0.726,109.988
Killing In The Name,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785
Mr. Right Now (feat. Drake),0.647,0.667,5,-5.563,1,0.304,0.231,0,0.133,0.704,172.08
6 Foot 7 Foot,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119
HeadBand (feat. 2 Chainz),0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465
Swervin (feat. 6ix9ine),0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023
Kickstart My Heart,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98
fools (can't help falling in love) (feat. Sody),0.706,0.604,2,-6.932,1,0.303,0.418,0,0.242,0.361,82.03
From The D To The A (feat. Lil Yachty),0.851,0.625,10,-5.417,0,0.303,0.195,0,0.266,0.668,99.061
T.N.T.,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366
Ruff Ryders' Anthem,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02E-06,0.201,0.74,90.991
Human,0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087
The Other Side,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99
Amarillo,0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728
Gang Shit No Lame Shit,0.828,0.434,5,-10.609,1,0.301,0.0394,0,0.0806,0.38,115.071
"YSY A: Bzrp Music Sessions, Vol. 37",0.828,0.788,2,-3.957,1,0.301,0.38,0,0.072,0.961,116.939
GANG GANG,0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017
Better,0.637,0.418,2,-7.137,1,0.301,0.353,0,0.131,0.0807,84.295
"i hate u, i love u (feat. olivia o'brien)",0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6
Mean,0.844,0.72,1,-7.418,0,0.3,0.169,0,0.0797,0.631,99.917
Dreams and Nightmares,0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745
Si Se Da - Remix,0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999
Adderall (Corvette Corvette) - Remix,0.921,0.718,4,-3.545,0,0.299,0.217,0,0.189,0.677,141.06
21 Questions,0.646,0.813,6,-3.846,0,0.299,0.349,9.37E-05,0.0427,0.895,92.729
"King's Dead (with Kendrick Lamar, Future & James Blake)",0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133
Caro,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007
Tusa,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085
Myron,0.771,0.654,8,-6.976,0,0.298,0.055,0,0.214,0.573,155.047
THAT'S A JOKE,0.788,0.933,9,-2.664,1,0.298,0.599,0,0.685,0.6,139.016
Do For Love,0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95
Los Besos,0.503,0.762,11,-4.263,1,0.298,0.0756,9.84E-06,0.0919,0.598,167.936
Sigues Con El - Remix,0.747,0.693,1,-2.97,0,0.298,0.102,2.61E-06,0.0872,0.736,175.994
The Search,0.789,0.789,2,-4.813,1,0.298,0.598,0,0.099,0.37,119.95
Location (feat. Burna Boy),0.812,0.496,9,-5.969,0,0.297,0.271,0,0.0955,0.55,109.979
napori,0.88,0.356,11,-7.802,1,0.297,0.417,0,0.0997,0.468,129.822
The Search,0.789,0.786,2,-4.788,1,0.297,0.596,0,0.0997,0.39,119.957
JETSKI (feat. Lil Mosey & Lil Tecca),0.883,0.446,8,-8.723,0,0.296,0.0253,0,0.103,0.463,92.95
Onna Come Up (feat. G Herbo) [Remix],0.679,0.794,1,-3.985,1,0.296,0.339,1.65E-05,0.113,0.698,150.067
Me Too,0.726,0.605,7,-5.002,1,0.296,0.152,0,0.642,0.36,139.233
El Mismo Aire - con Pablo Alborán,0.483,0.492,0,-6.591,0,0.295,0.603,0,0.323,0.66,144.511
Commitment Issues,0.8,0.71,5,-6.403,0,0.295,0.463,0,0.339,0.795,147.171
bad guy (with Justin Bieber),0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055
BedRock,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005
Tunnel Vision,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853
Be Something (feat. Lil Baby),0.829,0.52,8,-10.34,1,0.294,0.0232,0,0.134,0.248,136.103
We Paid (feat. 42 Dugg),0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14
Thrift Shop (feat. Wanz),0.781,0.526,6,-6.986,0,0.293,0.0633,0,0.0457,0.665,94.993
Drip Too Hard (Lil Baby & Gunna),0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511
Partition,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571
All Mine,0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927
Money,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003
Took Her To The O,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71E-06,0.121,0.4,159.98
DELITO,0.54,0.508,7,-7.868,0,0.29,0.522,1.13E-05,0.0755,0.653,82.606
Girls Need Love,0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963
Run This Town,0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844
Cristal & МОЁТ,0.725,0.373,5,-7.341,0,0.29,0.224,0.00964,0.173,0.499,209.91
Ransom (with Juice WRLD) - Remix,0.684,0.671,2,-6.424,0,0.289,0.0119,0,0.0769,0.45,179.987
iSpy (feat. Lil Yachty),0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016
Ella No Es Tuya - Remix,0.585,0.611,6,-4.132,1,0.288,0.39,0,0.649,0.962,97.041
Ordentlich,0.832,0.609,8,-7.474,1,0.288,0.139,0,0.071,0.641,160.025
No Diggity,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634
Supermodel,0.613,0.442,6,-8.874,1,0.288,0.651,0,0.26,0.252,119.737
Ransom,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974
Chosen (feat. Ty Dolla $ign),0.571,0.767,2,-5.16,1,0.287,0.336,0,0.0809,0.605,93.421
Fake Love,0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007
Captain Hook,0.863,0.633,10,-5.002,0,0.287,0.0118,0,0.285,0.545,163.991
LA NOCHE DE ANOCHE,0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993
Wants and Needs (feat. Lil Baby),0.578,0.449,1,-6.349,1,0.286,0.0618,2.17E-06,0.119,0.1,136.006
Magnolia,0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991
Tattoo - Remix with Camilo,0.721,0.637,9,-5.134,1,0.286,0.0406,0,0.0525,0.691,193.922
Gangnam Style (강남스타일),0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067
COUNT ON ME,0.782,0.497,0,-5.415,1,0.286,0.0391,0,0.209,0.522,77.488
Alexander Hamilton,0.609,0.435,11,-7.861,0,0.285,0.522,0,0.118,0.552,131.995
Stay Next To Me (with Chelsea Cutler),0.581,0.584,2,-4.928,1,0.284,0.0805,0,0.366,0.756,179.954
Pistola,0.789,0.596,10,-7.517,0,0.284,0.227,0,0.105,0.921,80.819
Vaya Vaya,0.691,0.793,1,-4.037,1,0.284,0.27,0,0.166,0.489,134.037
"Never Recover (Lil Baby & Gunna, Drake)",0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055
Yessirskiii,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61E-06,0.102,0.763,140.007
Work It,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868
Garden (Say It Like Dat),0.73,0.457,9,-7.26,1,0.283,0.0705,0,0.124,0.549,111.352
Look At Me!,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",0.863,0.669,6,-5.952,0,0.282,0.111,0,0.0569,0.947,164.062
Leaked,0.51,0.619,7,-7.918,1,0.281,0.801,0,0.0811,0.321,97.018
Fast Lane,0.615,0.871,1,-3.804,1,0.281,0.0388,0,0.246,0.338,119.149
Hypnotize - 2014 Remaster,0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941
Savage Remix (feat. Beyoncé),0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459
Love Me,0.719,0.538,11,-6.897,0,0.28,0.632,0,0.135,0.803,204.132
Danza Kuduro,0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917
"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",0.721,0.565,0,-9.157,0,0.28,0.248,0,0.284,0.597,93.8
Headshot (feat. Polo G & Fivio Foreign),0.808,0.639,1,-7.266,0,0.279,0.0802,0,0.15,0.395,118
"Nuthin' But A ""G"" Thang",0.801,0.699,11,-8.18,0,0.279,0.00575,0,0.146,0.655,94.605
Black Skinhead,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127
Dejaría Todo,0.702,0.758,9,-4.405,1,0.278,0.14,0,0.111,0.837,167.915
Big Poppa - 2007 Remaster,0.765,0.671,9,-5.249,0,0.278,0.344,0,0.0506,0.798,84.5
The Schuyler Sisters,0.74,0.727,2,-6.253,1,0.278,0.187,0,0.627,0.792,101.409
Go Fuck Yourself,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931
11:00 p. m.,0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692
FRANCHISE (feat. Young Thug & M.I.A.),0.835,0.699,8,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981
Pain,0.789,0.509,6,-8.629,0,0.277,0.525,7.55E-06,0.0936,0.61,75.009
Swimming Pools (Drank),0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236
Don't Wanna Fall In Love,0.486,0.616,0,-6.9,1,0.277,0.0149,0,0.356,0.601,132.151
Stuntin' On You (feat. DaBaby),0.796,0.683,10,-5.165,0,0.277,0.0111,2.58E-06,0.126,0.737,173.852
Starboy,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003
MIDDLE CHILD,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984
Millones,0.791,0.649,10,-2.312,1,0.276,0.0624,0,0.184,0.951,190.087
I Know,0.807,0.665,5,-5.249,0,0.276,0.0919,0,0.0788,0.557,164.964
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967
Plain Jane,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142
Otra Noche en Miami,0.514,0.646,1,-8.833,1,0.275,0.197,2.30E-05,0.0958,0.297,88.661
La Neta,0.812,0.774,11,-2.081,0,0.275,0.134,0.00039,0.108,0.742,175.84
Tropical,0.847,0.434,10,-12.466,0,0.275,0.76,8.89E-06,0.156,0.44,140.005
worldstar money (interlude),0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565
Bande organisée,0.901,0.939,6,-2.762,1,0.274,0.117,0,0.0643,0.805,142.948
BANKROLL (feat. A$AP Rocky & A$AP Ferg),0.784,0.539,7,-8.938,0,0.274,0.0818,0,0.106,0.576,149.059
Can I Kick It?,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662
Big Poppa - 2005 Remaster,0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492
HUMBLE. - SKRILLEX REMIX,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68E-05,0.194,0.868,150.037
Change,0.772,0.694,5,-8.482,0,0.273,0.11,0,0.103,0.211,95.048
Scars To Your Beautiful,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169
Bonita,0.762,0.645,0,-5.422,1,0.272,0.241,1.26E-05,0.118,0.64,180.125
Back Door,0.82,0.842,7,-3.853,1,0.272,0.157,0,0.112,0.653,107.952
Yo (Excuse Me Miss),0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768
Jolie nana,0.813,0.64,2,-5.908,1,0.272,0.269,0,0.131,0.488,92.989
Graduation (with Juice WRLD),0.731,0.65,0,-5.286,1,0.271,0.107,0,0.124,0.605,154.968
Patoreakcja,0.74,0.711,10,-6.378,0,0.271,0.16,0,0.447,0.318,140.926
Take A Step Back,0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003
Diebe,0.69,0.744,8,-4.941,1,0.271,0.0618,0,0.0887,0.62,99.634
Wellerman,0.821,0.44,3,-7.378,1,0.271,0.696,0,0.225,0.822,96.563
The Next Episode,0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295
Look Alive (feat. Drake),0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022
Gnat,0.835,0.869,10,-4.582,0,0.27,0.248,0,0.462,0.82,140.945
Envy Me,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042
Grand bain,0.595,0.59,5,-8.738,0,0.27,0.16,0.0226,0.116,0.336,135.08
Só Tapão Nervoso Vs Toma Catucada Violenta,0.946,0.475,0,-3.681,1,0.27,0.731,0,0.0952,0.667,132.041
Up,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166
Up,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166
Ms. Jackson,0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948
Stir Fry,0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982
Thotiana,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025
Batman,0.893,0.565,1,-4.74,1,0.268,0.0754,0,0.0375,0.808,81.009
Suga Suga,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331
crossing field,0.447,0.983,5,-2.281,1,0.268,0.0157,0,0.276,0.317,179.072
BUZZCUT (feat. Danny Brown),0.717,0.758,2,-5.576,0,0.268,0.0791,7.08E-06,0.293,0.252,91.983
G.O.M.D.,0.89,0.393,4,-10.821,0,0.267,0.331,8.81E-06,0.283,0.304,128.084
Could've Been (feat. Bryson Tiller),0.45,0.352,1,-11.733,0,0.267,0.649,3.80E-06,0.249,0.408,102.679
Rapp Snitch Knishes feat. Mr. Fantastik,0.728,0.832,7,-6.827,1,0.267,0.327,0,0.504,0.825,95.051
Agua (with J Balvin),0.778,0.651,9,-5.421,0,0.266,0.167,0,0.177,0.569,100.094
Mockingbird,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039
Plain Jane REMIX (feat. Nicki Minaj),0.791,0.839,11,-4.284,1,0.266,0.0588,6.26E-05,0.259,0.383,170.113
The Greatest (feat. Kendrick Lamar),0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944
Hate The Way (feat. blackbear),0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011
Sunshine (The Light),0.8,0.832,0,-5.497,1,0.266,0.087,0,0.322,0.736,106.983
Take Care,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845
The Way I Am,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248
Not Afraid,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635
BELIEVE IT,0.43,0.7,6,-5.35,1,0.264,0.0902,0,0.216,0.731,158.373
"Lose Yourself - From ""8 Mile"" Soundtrack",0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355
Planez,0.688,0.556,6,-7.738,1,0.264,0.7,1.87E-06,0.108,0.416,129.336
Portland,0.925,0.443,1,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078
Slippery (feat. Gucci Mane),0.92,0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967
Ella Y Yo - Featuring Don Omar,0.732,0.708,9,-7.905,0,0.262,0.534,0,0.237,0.717,175.924
Niemand bringt Marten um,0.772,0.798,0,-5.166,0,0.262,0.0603,6.20E-05,0.13,0.53,130.023
KIDS FROM THE BLOCK,0.841,0.55,6,-6.534,0,0.262,0.33,0,0.0932,0.692,109.9
Extasy,0.527,0.667,0,-4.97,1,0.262,0.287,0.039,0.113,0.463,97.959
POPSTAR (feat. Drake),0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071
Fight Back,0.716,0.946,1,-3.412,1,0.261,0.094,6.63E-05,0.0825,0.587,139.943
"Crazy Story, Pt. 3",0.729,0.73,11,-5.14,0,0.261,0.00165,4.33E-05,0.118,0.41,156.953
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013
YuNg BrAtZ,0.755,0.695,9,-5.963,1,0.26,0.0179,0,0.107,0.493,128.063
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013
Revenge,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999
Serotonin,0.58,0.788,2,-4.714,1,0.259,0.0123,1.84E-05,0.368,0.72,148.992
Easier,0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055
My Type,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038
You're Welcome,0.788,0.745,5,-7.072,1,0.258,0.29,0,0.0373,0.672,135.278
Billionaire (feat. Bruno Mars),0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776
Billionaire (feat. Bruno Mars),0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776
"L-Gante: Bzrp Music Sessions, Vol.38",0.553,0.819,2,-3.083,1,0.257,0.368,1.36E-05,0.0915,0.761,87.913
"Lose Yourself - From ""8 Mile"" Soundtrack",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
Don't Rush (feat. DaBaby),0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998
Fighting Demons,0.707,0.67,7,-6.328,0,0.257,0.0813,0,0.098,0.235,163.099
A Mí,0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925
Miss YOU!,0.792,0.829,2,-6.612,1,0.256,0.00103,0.0755,0.582,0.17,93.044
WRONG (feat. Lil Mosey),0.389,0.768,1,-4.765,1,0.256,0.038,0,0.119,0.334,90.146
Faz a Pose,0.909,0.3,10,-7.792,0,0.256,0.351,2.28E-06,0.0724,0.694,129.975
Memories (feat. Kid Cudi),0.546,0.916,8,-3.932,1,0.255,0.00144,4.34E-06,0.251,0.375,129.983
Live Your Life,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841
Ilusão (Cracolândia),0.628,0.624,9,-7.968,0,0.254,0.112,0,0.197,0.47,159.646
wokeuplikethis*,0.785,0.62,8,-6.667,1,0.254,0.0138,0,0.15,0.478,78.477
DONTTRUSTME,0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012
Martin & Gina,0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924
I Like Me Better,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97
Juicy - 2005 Remaster,0.889,0.818,9,-4.639,1,0.253,0.47,0,0.179,0.782,96.063
QUE PRETENDES,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603
Go Stupid,0.92,0.833,1,-3.18,1,0.253,0.0277,0,0.0596,0.645,141.034
Mi Tío Snoop,0.803,0.788,4,-4.616,0,0.253,0.062,0,0.362,0.778,106.013
Dinner Guest (feat. MoStack),0.867,0.648,3,-6.942,0,0.253,0.265,2.62E-06,0.217,0.527,108.005
Chinese New Year,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221
"Gravity (feat. Tyler, The Creator)",0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924
Latest Trends (feat. Aitch) - Remix,0.654,0.491,10,-11.715,0,0.252,0.0809,0,0.369,0.807,142.037
How We Do,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012
Molly,0.683,0.814,5,-5.17,0,0.251,0.00522,0.0131,0.33,0.81,159.96
Check Yo Self - Remix,0.934,0.735,1,-6.668,1,0.251,0.031,8.60E-06,0.107,0.768,101.368
Bandoleros,0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622
Oh Juliana,0.799,0.568,6,-3.089,1,0.25,0.387,0,0.0892,0.963,129.63
Chivirika,0.864,0.736,1,-4.895,1,0.25,0.45,3.28E-05,0.215,0.681,97.941
What's The Difference,0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921
Mds,0.885,0.561,6,-5.331,1,0.249,0.261,0,0.121,0.644,140.02
HOY COBRÉ,0.86,0.725,11,-6.7,1,0.249,0.0464,9.10E-05,0.0994,0.375,145.001
Small Worlds,0.516,0.546,5,-9.105,1,0.249,0.814,4.50E-06,0.0995,0.515,78.267
Rät,0.608,0.45,5,-13.291,0,0.248,0.322,0.000122,0.147,0.303,143.846
All Eyez On Me (ft. Big Syke),0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281
affection,0.273,0.565,2,-7.283,1,0.248,0.516,1.68E-06,0.0855,0.298,179.518
F.N,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1
Vete Pal Carajo,0.784,0.65,0,-7.07,0,0.247,0.604,0.000579,0.104,0.589,109.181
Black & White,0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946
Through Da Storm,0.71,0.49,1,-9.832,1,0.246,0.128,0,0.0942,0.621,74.351
Street Runner,0.613,0.61,5,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004
Street Runner,0.613,0.61,5,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004
WHATS POPPIN,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062
Roll in Peace (feat. XXXTENTACION),0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053
Doo Wop (That Thing),0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935
Mood,0.798,0.704,8,-2.63,0,0.245,0.202,0.000188,0.127,0.819,168.053
Beat Box 2 (feat. Pooh Shiesty),0.808,0.313,1,-7.992,1,0.245,0.116,0,0.0991,0.277,159.951
BUSTER,0.883,0.625,6,-4.098,1,0.245,0.239,0,0.0765,0.871,126.677
Woah,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959
Needed Me,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898
Bad and Boujee (feat. Lil Uzi Vert),0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",0.815,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.982
No Limit,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957
Eastside (with Halsey & Khalid),0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949
RAPSTAR,0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039
Jocelyn Flores,0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021
Body,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066
De Cora <3,0.811,0.683,11,-2.028,0,0.241,0.46,4.75E-05,0.128,0.571,176.037
wish you were gay,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028
Rags2Riches 2 (feat. Lil Baby),0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004
Yo Voy (feat. Daddy Yankee),0.808,0.697,10,-5.899,1,0.241,0.041,0,0.0546,0.554,95.06
Lie,0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791
Dieci,0.636,0.65,1,-4.045,1,0.24,0.573,0,0.101,0.303,61.837
